id,taxonomy_recordid,taxonomy_name,taxonomy_parent_name,taxonomy_grandparent_name,taxonomy_vocabulary,taxonomy_x_description,taxonomy_x_notes,taxonomy_services,taxonomy_parent_recordid,taxonomy_facet,category_id,taxonomy_id,flag
1372,310,"School to Work Programs",,,,,,,,Service,HH-9000.7500,HH-9000.7500,
1373,162,"Nursing Schools",,,,,,,,"Organization/Facility Type",HD-6000.6200-500,HD-6000.6200-500,
1374,1161,"Y Facilities",,,,,,,,"Organization/Facility Type",PS-9800.9650,PS-9800.9650,
1375,298,"Pediatric Cardiology",,Health,,,,,,Service,LV-6800.6550,LV-6800.6550,
1376,382,"Discount Programs",,,,,,,,Service,BM-1700,BM-1700,
1377,384,"Household Goods",,,,,,,,Service,BM-3000,BM-3000,
1378,1347,"Home Nursing",,Health,,,,,,Service,LT-2800.3100,LT-2800.3100,
1379,484,Electrocardiography,,Health,,,,,,Service,LF-8000.5100,LF-8000.5100,
1380,259,"Citizen Police Academies",,,,,,,,Service,FR-4500.1500,FR-4500.1500,
1381,850,"Sexual Assault Prevention",,"Sexual Abuse",,,,,,Service,FN-1500.8150,FN-1500.8150,modified
1382,940,"Community Colleges",,,,,,,,"Organization/Facility Type",HD-6000.1500,HD-6000.1500,
1383,273,"Hearing Augmentation Aid Donation Programs",,,,,,,,Service,TI-1800.5000-300,TI-1800.5000-300,
1384,1481,"After School Meal Programs",,,,,,,,Service,BD-5000.0200,BD-5000.0200,
1385,802,"Plastic/Reconstructive Surgery",,Health,,,,,,Service,LV-8300.6550,LV-8300.6550,
1386,336,"Air Transportation",,,,,,,,Service,BT-4800.0500,BT-4800.0500,
1387,895,"TANF Applications",,,,,,,,"Named Programs",NL-1000.8500-850,NL-1000.8500-850,
1388,1208,"Loan Counseling",,"Financial Trainings",,,,,,Service,DM-4000,DM-4000,modified
1389,1335,"Day Treatment for Adults With Developmental Disabilities",,Health,,,,,,Service,LR-3100.1750,LR-3100.1750,
1390,1152,"Artist Communities",,,,,,,,"Organization/Facility Type",TA-0400.0350,TA-0400.0350,
1391,1153,"Arts Associations",,"Arts and Culture",,,,,,"Organization/Facility Type",TN-0400,TN-0400,modified
1392,1154,"Art Appreciation",,,,,,,,Service,PL-7400.0700-080,PL-7400.0700-080,
1393,785,Bowling,,,,,,,,Service,PL-7000.1800,PL-7000.1800,
1394,800,"Microenterprise Development/Support",,,,,,,,Service,TB-0900.0650-500,TB-0900.0650-500,
1395,890,"Tax Fraud Reporting",,,,,,,,Service,FN-1700.8400,FN-1700.8400,
1396,1453,"Veteran Pension Program",,,,,,,,"Named Programs",NS-1800.9000-960,NS-1800.9000-960,
1397,1454,"Kinship Care",,"Foster Parents",,,,,,Service,PH-6300.3500,PH-6300.3500,modified
1398,1278,"Geriatric Assessment",,Health,,,,,,Service,LF-4900.2050,LF-4900.2050,
1399,1313,"Home Rehabilitation Services",,,,,,,,Service,BH-3000.3550-390,BH-3000.3550-390,
1400,1314,"General Minor Home Repair Programs",,,,,,,,Service,PH-3300.2750-250,PH-3300.2750-250,
1401,1312,"Landscaping Services",,,,,,,,Service,BH-3000.4500,BH-3000.4500,
1402,1472,"Stipends for Student Living Expenses",,,,,,,,Service,HL-8000.8200,HL-8000.8200,
1403,1471,"General Youth Employment Programs",,,,,,,,Service,ND-6500.9800-250,ND-6500.9800-250,
1404,900,"Child Care Provider Licensing",,,,,,,,Service,DF-4500.2000-130,DF-4500.2000-130,
1405,735,"Predatory Lending Awareness Programs",,,,,,,,Service,BH-3700.6500,BH-3700.6500,
1406,786,Fishing,,,,,,,,Service,PL-7000.4000,PL-7000.4000,
1407,787,Golf,,,,,,,,Service,PL-7000.4400,PL-7000.4400,
1408,1461,"School District Police",,,,,,,,"Organization/Facility Type",FL-7900,FL-7900,
1409,1463,"Special Preschools",,,,,,,,"Organization/Facility Type",HD-1800.6500-870,HD-1800.6500-870,
1410,1410,Interpretation/Translation,"Individual and Family Life",,"Open211 Miami - AIRS",,,,P,Service,PH-3500,PH-3500,
1411,1478,"Holistic Health Care",,Health,,,,,,Service,LT-0500.3100,LT-0500.3100,
1412,795,"Adapted Sports/Games",,,,,,,,Service,PL-7000.3150-050,PL-7000.3150-050,
1413,1518,"Family Counseling Agencies",,"Mental Health",,,,,,"Organization/Facility Type",RM-6500.2000,RM-6500.2000,
1414,1519,"Prosthetic Devices",,Health,,,,,,Service,LH-0600.6500-700,LH-0600.6500-700,
1415,1521,"Military Service Branches",,,,,,,,"Organization/Facility Type",TM-5175,TM-5175,
1416,1520,"Veteran/Military Health Insurance",,,,,,,,"Named Programs",NS-8000.9000,NS-8000.9000,
1417,1523,"National Guard",,,,,,,,"Organization/Facility Type",TM-5175.5800,TM-5175.5800,
1418,1409,Underwear/Sleepwear,,,,,,,,Service,BM-6500.1500-850,BM-6500.1500-850,
1419,1344,Hygiene,,Health,,,,,,Service,LH-2700.3000,LH-2700.3000,
1420,1410,"Telecommunication Relay Services",,,,,,,,Service,PH-3500.8500,PH-3500.8500,
1421,1413,"County Clerk of the Courts Offices",,,,,,,,"Organization/Facility Type",TD-6600.4500-160,TD-6600.4500-160,
1422,1414,"Adoption and Foster/Kinship Care Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.6500-030,PN-8100.6500-030,
1423,1242,"High School Vocational Education Courses",,,,,,,,Service,HH-9000.3000,HH-9000.3000,
1424,1243,"Vocational/Trade High Schools",,,,,,,,"Organization/Facility Type",HH-9000.9000,HH-9000.9000,
1425,1241,"WIOA Programs",,,,,,,,"Named Programs",ND-6500.9600,ND-6500.9600,
1426,925,"Crime Victim Accompaniment Services",,,,,,,,Service,FN-1900.0500,FN-1900.0500,
1427,1301,"Dialectical Behavior Therapy",,"Mental Health",,,,,,Service,RD-1800,RD-1800,
1428,1302,"Eye Movement Desensitization and Reprocessing",,"Mental Health",,,,,,Service,RP-8000.1950,RP-8000.1950,
1429,39,"Charity Information",,,,,,,,Service,TJ-1550,TJ-1550,
1430,1064,"State Supreme Court",,,,,,,,"Named Programs",FC-8000,FC-8000,
1431,1109,"Physical Fitness",,,,,,,,Service,PL-6600,PL-6600,
1432,1157,"Local Income Tax Information",,,,,,,,Service,DT-8700.4500,DT-8700.4500,
1433,911,"Local History Programs",,,,,,,,Service,TA-3000.4500,TA-3000.4500,
1434,1244,"Film Presentations",,,,,,,,Service,TA-2000,TA-2000,
1435,984,"Research Funds",,,,,,,,Service,TB-0700.2200-700,TB-0700.2200-700,
1436,1417,"Child Passenger Safety Education",,,,,,,,Service,JR-8200.8500-150,JR-8200.8500-150,
1437,411,Hospitals,,Health,,,,,,"Organization/Facility Type",LL-3000,LL-3000,
1438,763,"Instructional Materials",,,,,,,,Service,HL-3010.3300,HL-3010.3300,
1439,1330,"Youth Citizenship Programs",,,,,,,,Service,PS-9800.9750,PS-9800.9750,
1440,1209,"Substance Use Disorder Treatment Orders",,"Mental Health",,,,,,Service,RX-0400.8200,RX-0400.8200,
1441,97,"Perinatal Alcohol Use Disorder Treatment",,"Mental Health",,,,,,Service,RX-8450.6600-600,RX-8450.6600-600,
1442,205,"Community Economic Development and Finance",,,,,,,,Service,TB,TB,
1443,1178,"Botanical Gardens/Arboreta",,,,,,,,"Organization/Facility Type",PL-6400.1300,PL-6400.1300,
1444,11,"Youth Employment Programs",,,,,,,,Service,ND-6500.9800,ND-6500.9800,
1445,1252,"Youth Centers",,,,,,,,"Organization/Facility Type",TC-5500.9800,TC-5500.9800,
1446,869,"Home Rental Listings",,,,,,,,Service,BH-3900.3050,BH-3900.3050,
1447,884,"Bone Mineral Density Tests",,Health,,,,,,Service,LF-4900.6500-100,LF-4900.6500-100,
1448,1305,Audiology,,Health,,,,,,Service,LR-8000.0500,LR-8000.0500,
1449,963,"Marshals Offices",,,,,,,,"Organization/Facility Type",FL-5000,FL-5000,
1450,1450,"Career Awareness","Income Support and Employment",,"Open211 Miami - AIRS",,,,N,Service,ND-2000.1500-120,ND-2000.1500-120,
1451,1167,"Wellness Programs",,Health,,,,,,Service,LH-2700.9500,LH-2700.9500,
1452,1358,"Dementia Evaluation",,Health,,,,,,Service,LF-4900.1650,LF-4900.1650,
1453,1359,"Memory Screening",,"Diagnostic Centers",,,,,,Service,LF-4900.5000,LF-4900.5000,modified
1454,611,"Historic House Museums",,,,,,,,"Organization/Facility Type",TA-5500.3000-300,TA-5500.3000-300,
1455,905,"Business Development",,,,,,,,Service,TB-0900,TB-0900,
1456,592,"Amputee Rehabilitation",,Health,,,,,,Service,LR-1570.0500,LR-1570.0500,
1457,593,"Spinal Cord Rehabilitation",,Health,,,,,,Service,LR-1570.8400,LR-1570.8400,
1458,595,"Arthritis Treatment Centers",,Health,,,,,,Service,LT-1750.0600,LT-1750.0600,
1459,45,Records/Licenses/Permits,,,,,,,,Service,DF-7000,DF-7000,
1460,1426,"Behavioral Learning Therapy",,"Mental Health",,,,,,Service,RD-1000,RD-1000,
1461,866,"Small Business Financing",,,,,,,,Service,TB-0900.1000-800,TB-0900.1000-800,
1462,967,"Highway Patrol",,,,,,,,"Organization/Facility Type",FL-3000,FL-3000,
1463,1459,Midwifery,,Health,,,,,,Service,LJ-5000.5250,LJ-5000.5250,
1464,1460,"Birthing Centers",,Health,,,,,,"Organization/Facility Type",LJ-5000.1700-050,LJ-5000.1700-050,
1465,1329,"Disaster Warnings",,,,,,,,Service,TH-2100,TH-2100,
1466,1452,Fellowships,,,,,,,,Service,HL-8000.2000,HL-8000.2000,
1467,1437,"Drug Related Crisis Intervention",,"Mental Health",,,,,,Service,RX-8470.8200-180,RX-8470.8200-180,
1468,1467,"Brain Injury Assessment",,Health,,,,,,Service,LF-4900.1200,LF-4900.1200,
1469,1466,"Critical Incident Stress Debriefing",,"Mental Health",,,,,,Service,RP-8000.1500,RP-8000.1500,
1470,1468,"Infectious Disease Specialty",,Health,,,,,,Service,LV-3300.3150,LV-3300.3150,
1471,994,"Zika Virus Control",,,,,,,,Service,JP-1500.1700-980,JP-1500.1700-980,
1472,1469,"School Complaints",,,,,,,,Service,DD-1500.8000,DD-1500.8000,
1473,1470,"Public Facility Health Inspection",,,,,,,,Service,JP-6500.6650,JP-6500.6650,
1474,1473,"Weather Reports",,,,,,,,Service,JR-8000.9500,JR-8000.9500,
1475,1474,"Weather Advisories",,,,,,,,Service,TH-2100.9500,TH-2100.9500,
1476,1397,"Dietitian Associations",,,,,,,,"Organization/Facility Type",TN-5000.1900,TN-5000.1900,
1477,1477,"Veterans Courts",,,,,,,,Service,FC-8200.8100-920,FC-8200.8100-920,
1478,545,"Graphic/Digital Design Services",,,,,,,,Service,TB-1100.2500,TB-1100.2500,
1479,546,"Fashion Design Instruction",,,,,,,,Service,PL-7400.6000-200,PL-7400.6000-200,
1480,549,"Dual Enrollment Programs",,,,,,,,Service,HH-1700,HH-1700,
1481,1475,"Rehabilitation/Restorative Home Nursing",,Health,,,,,,Service,LT-2800.3100-730,LT-2800.3100-730,
1482,1009,"Medical/Surgical Home Nursing",,Health,,,,,,Service,LT-2800.3100-500,LT-2800.3100-500,
1483,1465,"Colorectal Cancer Detection",,Health,,,,,,Service,LF-4900.1500-160,LF-4900.1500-160,
1484,1102,"HPV Immunizations",,Health,,,,,,Service,LT-3400.3100,LT-3400.3100,
1485,1508,"Perinatal/Postpartum Depression Counseling",,"Mental Health",,,,,,Service,RP-1400.8000-655,RP-1400.8000-655,
1486,300,"Adolescent Health Transition Programs",,Health,,,,,,Service,LH-6300.0230,LH-6300.0230,
1487,302,"Natural Family Planning",,Health,,,,,,Service,LJ-2000.1000-600,LJ-2000.1000-600,
1488,1464,"Transgender Hormone Therapy",,Health,,,,,,Service,LT-8950,LT-8950,
1489,1039,"College/University Campus Police",,,,,,,,"Organization/Facility Type",FL-1500,FL-1500,
1490,867,"Community Housing Development Organizations",,Housing,,,,,,"Organization/Facility Type",TB-3000.1400,TB-3000.1400,modified
1491,1008,"Private Duty Home Nursing",,Health,,,,,,Service,LT-2800.3100-630,LT-2800.3100-630,
1492,1010,"Pediatric Home Nursing",,Health,,,,,,Service,LT-2800.3100-600,LT-2800.3100-600,
1493,356,"Ex-Offender Employment Programs",,,,,,,,Service,ND-6500.1950,ND-6500.1950,
1494,690,"Glaucoma Screening",,"Diagnostic Centers",,,,,,Service,LF-4900.2000-250,LF-4900.2000-250,modified
1495,689,"General Ophthalmology",,Health,,,,,,Service,LV-2400.6300-220,LV-2400.6300-220,
1496,1283,"Small Claims Courts",,,,,,,,"Organization/Facility Type",FC-8200.8100-800,FC-8200.8100-800,
1497,1274,"Mobile Dental Care",,Health,,,,,,Service,LV-1600.5000,LV-1600.5000,
1498,1108,"Summer Youth Employment Programs",,,,,,,,"Named Programs",ND-6500.9800-850,ND-6500.9800-850,
1499,1382,"Outpatient Medically Assisted Alcohol Detoxification",,"Mental Health",,,,,,Service,RX-1700.0500-650,RX-1700.0500-650,
1500,1509,"Emergency Road Service",,,,,,,,Service,BT-8750.1800,BT-8750.1800,
1501,1510,"Sack Lunches/Dinners",,,,,,,,Service,BD-1800.8000,BD-1800.8000,
1502,1309,"General First Aid Instruction",,Health,,,,,,Service,LH-2700.2000-250,LH-2700.2000-250,
1503,1511,"Internet Counseling",,"Mental Health",,,,,,"Modality/Delivery Format",RF-3400,RF-3400,
1504,1504,"Funeral Services","Individual and Family Life",,"Open211 Miami - AIRS",,,,P,Service,PB-5000.2300,PB-5000.2300,
1505,1512,Jogging,,,,,,,,Service,PL-6600.3550,PL-6600.3550,
1506,1513,"Bill Payment Locations",,,,,,,,"Organization/Facility Type",TB-0700.2050-110,TB-0700.2050-110,
1507,716,Acupuncture,,Health,,,,,,Service,LT-0500.0500,LT-0500.0500,
1508,1500,"Child Care Mental Health Consultation Programs",,,,,,,,Service,PH-2360.1500,PH-2360.1500,
1509,1514,"Identification Card Fee Payment Assistance",,,,,,,,Service,DF-7020.3300,DF-7020.3300,
1510,1515,"Education Research",,,,,,,,Service,TR-8000.1900,TR-8000.1900,
1511,1516,"Recovery Homes/Halfway Houses",,"Mental Health",,,,,,"Organization/Facility Type",RX-8500.6500,RX-8500.6500,
1512,996,"Easter Events",,,,,,,,Service,PH-2950.1750-220,PH-2950.1750-220,
1513,448,Lacrosse,,,,,,,,Service,PL-7000.8900-450,PL-7000.8900-450,
1514,1517,"Musical Instruments",,,,,,,,Service,PL-7200.5000,PL-7200.5000,
1515,1553,"Preadolescent Children",,,,,,,,,YB-9500.1500-630,YB-9500.1500-630,
1516,1554,"Preschool Age Children",,,,,,,,,YB-9500.1500-650,YB-9500.1500-650,
1517,1555,"Primary School Age Children",,,,,,,,,YB-9500.1500-680,YB-9500.1500-680,
1518,1567,"Neurological Impairments",,,,,,,,,YF-1800.6000,YF-1800.6000,
1519,1568,"Frail Elderly",,,,,,,,,YF-2000,YF-2000,
1520,1570,AIDS,,,,,,,,,YF-3000.0270-050,YF-3000.0270-050,
1521,1656,"HIV Infections",,,,,,,,,YF-3000.0270-300,YF-3000.0270-300,
1522,1657,"Pediatric AIDS",,,,,,,,,YF-3000.0270-650,YF-3000.0270-650,
1523,1658,"People at Risk for AIDS/HIV",,,,,,,,,YF-3000.0270-700,YF-3000.0270-700,
1524,1588,"Elementary School Students",,,,,,,,,YG-8000.1900,YG-8000.1900,
1525,1778,"High School Students",,,,,,,,,YG-8000.3000,YG-8000.3000,
1526,1708,"People Without Health Insurance",,,,,,,,,YJ-8800,YJ-8800,
1527,1527,"Functional Disabilities","Target Populations",,"Open211 Miami - AIRS",,,,Y,,YF-2200,YF-2200,
1528,1528,"Health Conditions","Target Populations",,"Open211 Miami - AIRS",,,,Y,,YF-3000,YF-3000,
1529,1569,AIDS/HIV,,,,,,,,,YF-3000.0270,YF-3000.0270,
1530,1659,Allergies,,,,,,,,,YF-3000.0360,YF-3000.0360,
1531,1660,"Alpha 1-Antitrypsin Deficiency",,,,,,,,,YF-3000.0410,YF-3000.0410,
1532,1661,"Alzheimer's Disease",,,,,,,,,YF-3000.0440,YF-3000.0440,
1533,1662,"Mild Alzheimer's Disease",,,,,,,,,YF-3000.0440-500,YF-3000.0440-500,
1534,1663,"Moderate Alzheimer's Disease",,,,,,,,,YF-3000.0440-520,YF-3000.0440-520,
1535,1664,"Severe Alzheimer's Disease",,,,,,,,,YF-3000.0440-800,YF-3000.0440-800,
1536,1709,"Separated/Separating Persons",,,,,,,,,YJ-9100,YJ-9100,
1537,1710,"Family Relationships",,,,,,,,,YK,YK,
1538,1711,Couples,,,,,,,,,YK-1500,YK-1500,
1539,1712,"Gay/Lesbian Couples",,,,,,,,,YK-1500.3000,YK-1500.3000,
1540,1713,Families,,,,,,,,,YK-2000,YK-2000,
1541,1714,"Families With Adolescents",,,,,,,,,YK-2000.2000,YK-2000.2000,
1542,1715,"Families With Children",,,,,,,,,YK-2000.2100,YK-2000.2100,
1543,1592,"Pregnant Women - Third Trimester",,,,,,,,,YK-6500.6600-640,YK-6500.6600-640,
1544,1593,"Single Fathers",,,,,,,,,YK-6500.8000-800,YK-6500.8000-800,
1545,1594,"Single Mothers",,,,,,,,,YK-6500.8000-830,YK-6500.8000-830,
1546,1595,"Teenage Parents",,,,,,,,,YK-6500.8500,YK-6500.8500,
1547,1596,"Teenage Fathers",,,,,,,,,YK-6500.8500-850,YK-6500.8500-850,
1548,1605,"Low Income",,,,,,,,,YL-3300.4500,YL-3300.4500,
1549,1606,"Middle Income",,,,,,,,,YL-3300.5000,YL-3300.5000,
1550,1607,"Poverty Level",,,,,,,,,YL-3300.6500,YL-3300.6500,
1551,1608,"Retired People",,,,,,,,,YL-3500.7000,YL-3500.7000,
1552,1609,"Unemployed Individuals",,,,,,,,,YL-3500.9010,YL-3500.9010,
1553,1610,"Union Members",,,,,,,,,YL-3500.9020,YL-3500.9020,
1554,1611,"Workers With Disabilities",,,,,,,,,YL-3500.9500,YL-3500.9500,
1555,1612,"Domestic Violence Shelter Residents",,,,,,,,,YM-1500.1900,YM-1500.1900,
1556,1613,"Runaway/Youth Shelter Residents",,,,,,,,,YM-1500.7000,YM-1500.7000,
1557,1614,"Foster Home Residents",,,,,,,,,YM-2000,YM-2000,
1558,1615,Homebuyers,,,,,,,,,YM-2780,YM-2780,
1559,1616,"Homeless Shelter Residents",,,,,,,,,YM-2800,YM-2800,
1560,1617,Homeowners,,,,,,,,,YM-2900,YM-2900,
1561,1618,"First Time Homeowners",,,,,,,,,YM-2900.2000,YM-2900.2000,
1562,1619,"Transitional Housing/Shelter Residents",,Housing,,,,,,,YM-8500,YM-8500,modified
1563,1620,"Military Personnel/Contractors",,,,,,,,,YN,YN,
1564,1621,"Active Military",,,,,,,,,YN-0500,YN-0500,
1565,1622,"National Guard Personnel",,,,,,,,,YN-0500.6000,YN-0500.6000,
1566,1623,"Military Reserves",,,,,,,,,YN-5000,YN-5000,
1567,1625,"Service Members With an Honorable Discharge",,,,,,,,,YN-7510,YN-7510,
1568,1626,Veterans,,,,,,,,,YN-9000,YN-9000,
1569,1632,"Vietnam Era Veterans",,,,,,,,,YN-9000.9000,YN-9000.9000,
1570,1633,"World War I Veterans",,,,,,,,,YN-9000.9500,YN-9000.9500,
1571,1634,"World War II Veterans",,,,,,,,,YN-9000.9550,YN-9000.9550,
1572,1635,Occupations,,,,,,,,,YO,YO,
1573,1636,"Agricultural Laborers",,,,,,,,,YO-0200.0250,YO-0200.0250,
1574,1637,"Business and Financial Services Occupations",,,,,,,,,YO-1000,YO-1000,
1575,1638,"Affordable Care Act Information/Counseling Personnel",,,,,,,,,YO-1550.0200,YO-1550.0200,
1576,1973,"Faith Based Organizational Perspective",,,,,,,,,YQ-1980,YQ-1980,
1577,1974,"Jewish Community",,,,,,,,,YR-3500,YR-3500,
1578,1975,Females,,,,,,,,,YS-2000,YS-2000,
1579,1976,Girls,,,,,,,,,YS-2000.2500,YS-2000.2500,
1580,1977,Women,,,,,,,,,YS-2000.9500,YS-2000.9500,
1581,1978,Males,,,,,,,,,YS-5000,YS-5000,
1582,1979,Boys,,,,,,,,,YS-5000.1000,YS-5000.1000,
1583,1980,Men,,,,,,,,,YS-5000.5000,YS-5000.5000,
1584,1981,"Sexual Orientation/Gender Identity",,,,,,,,,YT,YT,
1585,1982,"Gay/Lesbian/Bisexual/Transgender Individuals",,,,,,,,,YT-2400,YT-2400,
1586,1650,Adolescents,,,,,,,,,YB-9500.0500,YB-9500.0500,
1587,1589,"Children and Youth With Disabilities/Health Conditions",,,,,,,,,YJ-8750.1500,YJ-8750.1500,
1588,1706,"Veterans With Disabilities",,,,,,,,,YJ-8750.9000,YJ-8750.9000,
1589,1707,"People With Inadequate Health Insurance",,,,,,,,,YJ-8780,YJ-8780,
1590,1597,"Teenage Mothers",,,,,,,,,YK-6500.8500-900,YK-6500.8500-900,
1591,1598,"Working Mothers",,,,,,,,,YK-6500.9550-950,YK-6500.9550-950,
1592,1599,Pets,,,,,,,,,YK-6600,YK-6600,
1593,1600,Siblings,,,,,,,,,YK-8000,YK-8000,
1594,1601,"Adopted Children",,,,,,,,,YK-8000.0500,YK-8000.0500,
1595,1602,"Foster Children",,,,,,,,,YK-8000.2000,YK-8000.2000,
1596,1603,"Single Men",,,,,,,,,YK-8200.8000,YK-8200.8000,
1597,1604,"Single Women",,,,,,,,,YK-8200.8100,YK-8200.8100,
1598,1627,"Gulf War I Veterans",,,,,,,,,YN-9000.2500,YN-9000.2500,
1599,1628,"Korean Conflict Veterans",,,,,,,,,YN-9000.4000,YN-9000.4000,
1600,1629,"Operation Enduring Freedom Veterans",,,,,,,,,YN-9000.6000,YN-9000.6000,
1601,1630,"Operation Iraqi Freedom Veterans",,,,,,,,,YN-9000.6050,YN-9000.6050,
1602,1631,"Operation New Dawn Veterans",,,,,,,,,YN-9000.6065,YN-9000.6065,
1603,1639,"Community Housing Services Workers",,Housing,,,,,,,YO-1550.1650,YO-1550.1650,modified
1604,1640,"Education Administrators",,,,,,,,,YO-2000.1800,YO-2000.1800,
1605,1641,"School Counselors",,,,,,,,,YO-2000.8000-800,YO-2000.8000-800,
1606,1642,"School Social Workers",,,,,,,,,YO-2000.8000-850,YO-2000.8000-850,
1607,1643,Teachers/Lecturers,,,,,,,,,YO-2000.8500,YO-2000.8500,
1608,1644,"Health Care Occupations",,,,,,,,,YO-3000,YO-3000,
1609,1645,"Dental Assistants",,,,,,,,,YO-3000.1800-100,YO-3000.1800-100,
1610,1646,"Dental Hygienists",,,,,,,,,YO-3000.1800-150,YO-3000.1800-150,
1611,1647,"General Dentists",,,,,,,,,YO-3000.1800-300,YO-3000.1800-300,
1612,1648,"Home Health Aides",,,,,,,,,YO-3000.5000-300,YO-3000.5000-300,
1613,1794,"Medical/Health Services Management Personnel",,,,,,,,,YO-3000.5050,YO-3000.5050,
1614,1795,"Licensed Vocational Nurses",,,,,,,,,YO-3000.6000-400,YO-3000.6000-400,
1615,1796,"Registered Nurses",,,,,,,,,YO-3000.6000-700,YO-3000.6000-700,
1616,1797,Judges/Magistrates,,,,,,,,,YO-4500.3500,YO-4500.3500,
1617,1798,Lawyers,,,,,,,,,YO-4500.4000,YO-4500.4000,
1618,1799,"Marriage and Family Therapists",,,,,,,,,YO-5000.5000,YO-5000.5000,
1619,1800,"Mental Health Counselors",,,,,,,,,YO-5000.5200,YO-5000.5200,
1620,1801,Psychologists,,,,,,,,,YO-5000.6500,YO-5000.6500,
1621,1802,"Substance Use Disorder Counselors",,,,,,,,,YO-5000.8000,YO-5000.8000,
1622,1803,"Private For Profit Executives",,,,,,,,,YO-6100.8600-550,YO-6100.8600-550,
1623,1804,"Private Nonprofit Administrators",,,,,,,,,YO-6100.8600-600,YO-6100.8600-600,
1624,1805,"Public Administrators",,,,,,,,,YO-6100.8600-650,YO-6100.8600-650,
1625,1806,Athletes,,,,,,,,,YO-6900.0400,YO-6900.0400,
1626,1807,"Sales and Related Occupations",,,,,,,,,YO-7900,YO-7900,
1627,1808,"Food/Beverage Related Service Occupations",,,,,,,,,YO-8200.2000,YO-8200.2000,
1628,1809,"Restaurant Hosts/Hostesses",,,,,,,,,YO-8200.2000-650,YO-8200.2000-650,
1629,1810,"Private Child Care Workers",,,,,,,,,YO-8200.6500-650,YO-8200.6500-650,
1630,1811,Offenders,,,,,,,,,YP,YP,
1631,1812,"Abusive Individuals",,,,,,,,,YP-1000,YP-1000,
1632,1813,"Child Abusers",,,,,,,,,YP-1000.0500,YP-1000.0500,
1633,1814,"Spouse/Intimate Partner Abusers",,,,,,,,,YP-1000.8000,YP-1000.8000,
1634,1815,"Female Spouse/Intimate Partner Abusers",,,,,,,,,YP-1000.8000-200,YP-1000.8000-200,
1635,1816,"Male Spouse/Intimate Partner Abusers",,,,,,,,,YP-1000.8000-500,YP-1000.8000-500,
1636,1817,"Court Ordered Individuals",,,,,,,,,YP-1450,YP-1450,
1637,1818,Defendants,,,,,,,,,YP-1600,YP-1600,
1638,1819,Detainees,,,,,,,,,YP-1800,YP-1800,
1639,1820,"Drug Offenders",,,,,,,,,YP-1900,YP-1900,
1640,1821,Inmates,,,,,,,,,YP-3300,YP-3300,
1641,1822,"Juvenile Delinquents",,,,,,,,,YP-3500,YP-3500,
1642,1968,"Juvenile Offenders",,,,,,,,,YP-3500.1500,YP-3500.1500,
1643,1969,Probationers,,,,,,,,,YP-6400,YP-6400,
1644,1970,"Sex Offenders",,,,,,,,,YP-8000,YP-8000,
1645,1971,Shoplifters,,,,,,,,,YP-8250,YP-8250,
1646,1972,"Traffic Law Violators",,,,,,,,,YP-8500,YP-8500,
1647,1651,Children,,,,,,,,,YB-9500.1500,YB-9500.1500,
1648,1655,Toddlers,,,,,,,,,YB-9500.3300-800,YB-9500.3300-800,
1649,1761,Newborns,,,,,,,,,YB-9500.6000,YB-9500.6000,
1650,1921,"Sexually Transmitted Disease",,,,,,,,,YF-3000.7740,YF-3000.7740,
1651,1922,"Spina Bifida",,,,,,,,,YF-3000.8080,YF-3000.8080,
1652,1923,"Spinal Cord Injuries",,,,,,,,,YF-3000.8090,YF-3000.8090,
1653,1924,Stroke,,,,,,,,,YF-3000.8200,YF-3000.8200,
1654,1925,"Sudden Infant Death Syndrome",,,,,,,,,YF-3000.8240,YF-3000.8240,
1655,1926,"Tourette's Syndrome",,,,,,,,,YF-3000.8640,YF-3000.8640,
1656,1927,Tuberculosis,,,,,,,,,YF-3000.8760,YF-3000.8760,
1657,1928,"Ulcerative Colitis",,,,,,,,,YF-3000.8930,YF-3000.8930,
1658,1929,"Hearing Loss",,,,,,,,,YF-3200,YF-3200,
1659,1930,Deafness,,,,,,,,,YF-3200.1700,YF-3200.1700,
1660,1931,"Hard of Hearing",,,,,,,,,YF-3200.3000,YF-3200.3000,
1661,1932,"Home/Community Care Recipients",,,,,,,,,YF-3300,YF-3300,
1662,1933,Homebound,,,,,,,,,YF-3400,YF-3400,
1663,1934,"Learning Disabilities",,,,,,,,,YF-4500,YF-4500,
1664,1935,"Reading Disorder",,,,,,,,,YF-4500.7000,YF-4500.7000,
1665,1936,"Mental Illness/Emotional Disabilities",,,,,,,,,YF-5000,YF-5000,
1666,1700,"Families/Friends of Compulsive Gamblers",,,,,,,,,YJ-2470,YJ-2470,
1667,1701,"Families/Friends of Drug Abusers",,,,,,,,,YJ-3500,YJ-3500,
1668,1702,"Children of Drug Abusers",,,,,,,,,YJ-3500.1500,YJ-3500.1500,
1669,1703,"Siblings of Drug Abusers",,,,,,,,,YJ-3500.8000,YJ-3500.8000,
1670,1704,"Spouses/Intimate Partners of Drug Abusers",,,,,,,,,YJ-3500.8200,YJ-3500.8200,
1671,1705,"Families/Friends of GLBT Individuals",,,,,,,,,YJ-4500,YJ-4500,
1672,1779,"Families/Friends of Holocaust Survivors",,,,,,,,,YJ-4700,YJ-4700,
