id,name,taxonomy_facet,parent_id,parent_name,vocabulary
HH-0500.8000-150,English as a Second Language,Service,,,
HH-0500.1500,Citizenship Education,Service,,,
HL-8500.1400,Citizenship Test Preparation,Service,,,
HH-9000,Vocational Education,Service,,,
HH-0500.0500,Adult Basic Education,Service,,,
HD-1800,Early Childhood Education,Service,,,
HH-0500.8000-150,English as a Second Language,Service,,,
HH-0500.1500,Citizenship Education,Service,,,
HL-8500.1400,Citizenship Test Preparation,Service,,,
JR-8200.1500-150,Child Care Provider Training,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-7000.3150,Disability Related Sports,Service,,,
PL-7000.4360,General Recreational Activities/Sports,Service,,,
LJ-5000.8000,Safe Havens for Abandoned Newborns,Organization/Facility Type,,,
LJ-2000,Family Planning,Service,,,
PL-8000.5500-850,Special Olympics,Named Programs,,,
PL-7000.9000,Tennis,Service,,,
PL-8000.5500-850,Special Olympics,Named Programs,,,
LF-4900.1500-200,Colposcopy,Service,,,
LJ-2000.1000-150,Contraception,Service,,,
PL-7000.8900-800,Soccer,Service,,,
PL-8000.5500-850,Special Olympics,Named Programs,,,
PL-7000.8900-200,Football,Service,,,
PL-7000.8900-830,Softball,Service,,,
PL-7000.8900-100,Basketball,Service,,,
PL-7000.8900-100,Basketball,Service,,,
PL-7000.8900-200,Football,Service,,,
PL-7000.8900-800,Soccer,Service,,,
PL-7000.8900-830,Softball,Service,,,
PL-8000.5500-850,Special Olympics,Named Programs,,,
PL-7000.8900-100,Basketball,Service,,,
PL-8000.5500-850,Special Olympics,Named Programs,,,
PL-7000.9200,Track and Field,Service,,,
HH-4500.1800,Early Literacy Development Programs,Service,,,
FN-1500.3600,Juvenile Delinquency Prevention,Service,,,
LJ-2000.1000-800,Sterilization,Service,,,
LH-5000.0600,AIDS/HIV/STD Prevention Supplies,Service,,,
LT-1750.8000,Sexually Transmitted Disease Treatment,Service,,,
LJ-2000.1000-100,Birth Control Counseling,Service,,,
LJ-2000.1000-200,Emergency Contraception,Service,,,
PH-2950.8500-850,Thanksgiving Baskets,Service,,,
PH-2950.1500-120,Christmas Baskets,Service,,,
LF-4900.1500-200,Colposcopy,Service,,,
LH-5000.0600,AIDS/HIV/STD Prevention Supplies,Service,,,
LJ-2000.1000-100,Birth Control Counseling,Service,,,
LJ-2000.1000-150,Contraception,Service,,,
LJ-2000.1000-200,Emergency Contraception,Service,,,
LR-8000.8000-820,Speech Therapy,Service,,,
LV-8300,Surgery,Service,,,
LT-1750.8100,Sleep Disorders Clinics,Service,,,
LR-1570.8450,Spine Rehabilitation,Service,,,
LJ-2000.1000-800,Sterilization,Service,,,
LT-1750.8000,Sexually Transmitted Disease Treatment,Service,,,
LF-4900.1500-200,Colposcopy,Service,,,
LH-5000.0600,AIDS/HIV/STD Prevention Supplies,Service,,,
LJ-2000.1000-100,Birth Control Counseling,Service,,,
LJ-2000.1000-150,Contraception,Service,,,
LJ-2000.1000-200,Emergency Contraception,Service,,,
LJ-2000.1000-800,Sterilization,Service,,,
LT-1750.8000,Sexually Transmitted Disease Treatment,Service,,,
NL-5000.5000-800,State Medicaid Waiver Programs,Named Programs,,,
LV-6800,Pediatrics,Service,,,
FT-3600.1500,Comprehensive Immigration/Naturalization Services,Service,,,
FT-3600.1500,Comprehensive Immigration/Naturalization Services,Service,,,
PH-6200.4600,Life Skills Education,Service,,,
TD-1600.3100-140,Children's Rights Groups,Organization/Facility Type,,,
FN-1900.2500,General Crime Victim Assistance,Service,,,
PL-7000.8900-200,Football,Service,,,
PL-7000.8900-800,Soccer,Service,,,
PL-7000.8900-080,Baseball,Service,,,
PL-7000.5800,Martial Arts,Service,,,
PL-7000.9600,Wrestling,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
PH-2360.2400,Family Support Centers/Outreach,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
LJ-5000.5000,Maternity Homes,Organization/Facility Type,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
PH-6100.1800-900,Teen Expectant/New Parent Assistance,Service,,,
PH-6100.1800-250,General Expectant/New Parent Assistance Programs,Service,,,
PH-0300.0400,Adoption Information/Referrals,Service,,,
TI-1800.1500-500,Maternity Clothing Donation Programs,Service,,,
PH-6100.1700,Disability Related Parenting Programs,Service,,,
PH-6100.1700,Disability Related Parenting Programs,Service,,,
PH-2360.2400,Family Support Centers/Outreach,Organization/Facility Type,,,
RD-6800.6500,Psychotherapy/Psychoanalysis,Service,,,
BH-7000.4600-450,Low Income/Subsidized Private Rental Housing,Organization/Facility Type,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
RP-8000.6600,Play Therapy,Service,,,
RD-1000.1000,Behavior Modification,Service,,,
RP-1400.8000-020.18,Child Sexual Abuse Counseling,Service,,,
RR-5150.5000-800,Suicide Prevention Programs,Service,,,
TJ-6500.6300,Outreach Programs,Service,,,
RD-1000.1000,Behavior Modification,Service,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RP-1400.8000-020.18,Child Sexual Abuse Counseling,Service,,,
RX-8450.3300-300,Inpatient Alcohol Use Disorder Treatment Facilities,Organization/Facility Type,,,
RX-8450.3300-350,Inpatient Drug Use Disorder Treatment Facilities,Organization/Facility Type,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
RF-2500,Group Counseling,Modality/Delivery Format,,,
HH-9000.8750,Vocational Centers,Organization/Facility Type,,,
BD-1800.2000-620,Occasional Emergency Food Assistance,Service,,,
BH-3800.7000,Rent Payment Assistance,Service,,,
BM-3000.2000-140,Children's Furniture,Service,,,
BT-4500.6500-120,Child Transportation Programs,Service,,,
BM-6500.1500-800,School Clothing,Service,,,
HL-8120.7800-200,Free School Supplies,Service,,,
HL-8700.8000,Subject Tutoring,Service,,,
HL-8700.3000,Homework Help Programs,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
FN-1500.1900-150,Child Abuse Prevention,Service,,,
LV-1600,Dental Care,Service,,,
TJ-3000,Information and Referral,Service,,,
BD-1800.2000-640,Ongoing Emergency Food Assistance,Service,,,
BM-6500.1500-250,General Clothing Provision,Service,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
ND-6500.8870,Ticket to Work/Self Sufficiency Program,Named Programs,,,
LF-0100,Activities of Daily Living Assessment,Service,,,
PH-1400.5000,Mentoring Programs,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
PN-8100.6500-650,Parent Support Groups,Organization/Facility Type,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RP-1400.8000-500,Marriage Counseling,Service,,,
BT-4500.6500-170,Disability Related Transportation,Service,,,
TD-1600,Community Action/Social Advocacy Groups,Organization/Facility Type,,,
RX-8450.8000-050,Alcohol Use Disorder Counseling,Service,,,
RX-8450.8000-180,Drug Use Disorder Counseling,Service,,,
FN-1500.9700,Youth Violence Prevention,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
RR-5150.2500,General Mental Health Information/Education,Service,,,
PN-8100.5000,Mental Health Related Support Groups,Organization/Facility Type,,,
TB-0700.2200-190,Fundraising Campaigns,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
LV-6800,Pediatrics,Service,,,
PH-0300.0300,Adoption Counseling and Support,Service,,,
LV-7200,Podiatry/Foot Care,Service,,,
LF-5280.1500,Blood Tests,Service,,,
LF-4800,Diagnostic Imaging/Radiology,Service,,,
LF-4900.1500-650,Pap Tests,Service,,,
LV-6000.2550,Gynecology Services,Service,,,
LF-4900.1500-500,Mammograms,Service,,,
LH-2700,Health Education,Service,,,
LT-3400.0100,Adolescent/Adult Immunizations,Service,,,
LT-3400.1500,Childhood Immunizations,Service,,,
PN-8100.3000,Health/Disability Related Support Groups,Organization/Facility Type,,,
LL-3000.8300,Swing Bed Care Facilities,Organization/Facility Type,,,
PN-8100.1000-250,General Bereavement Support Groups,Organization/Facility Type,,,
PN-8100.1400,Caregiver/Care Receiver Support Groups,Organization/Facility Type,,,
PN-8100.5000,Mental Health Related Support Groups,Organization/Facility Type,,,
LV-8500.3000,Home Telemedicine,Service,,,
HH-0500.1600-650,Professional Continuing Education,Service,,,
PH-1250.1400,Child Care Centers,Organization/Facility Type,,,
LT-1750.9550,Wound Clinics,Service,,,
FN-1900.2500,General Crime Victim Assistance,Service,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
TJ-6500,Public Awareness/Education,Service,,,
TJ-3000,Information and Referral,Service,,,
TJ-1800.6500-330,Internet Service Providers,Organization/Facility Type,,,
LR-0450.0500,Applied Behavioral Analysis,Service,,,
LR-3200,Independent Living Skills Instruction,Service,,,
ND-6500.8120,Supported Employment,Service,,,
PH-3300.6500,Personal Care,Service,,,
PH-6200.4600,Life Skills Education,Service,,,
PH-6200.8300,Social Skills Training,Service,,,
PH-7000.6000,Out of Home Respite Care,Service,,,
LT-3400.8500,Travel Immunizations,Service,,,
RX-8450.8100-050,Alcohol Use Disorder Day Treatment,Service,,,
TJ-3000.1500,Comprehensive Information and Referral,Service,,,
FT-1000.2500,General Benefits Assistance,Service,,,
FJ-6700.6500,Public Defender,Service,,,
PD-9000.9000,Veterinary Care Expense Assistance,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
HH-4500.1800,Early Literacy Development Programs,Service,,,
LF-4900.1500-120,Breast Examinations,Service,,,
HL-8120.8030,Student Health Programs,Service,,,
HL-8120.8030,Student Health Programs,Service,,,
LF-7100.2500,General Physical Examinations,Service,,,
LF-7100.8000,Sports Participation Physical Examinations,Service,,,
LF-4900.2000-900,Vision Screening,Service,,,
LF-4900.2150,Hearing Screening,Service,,,
LH-2700.6000-300,Healthy Eating Programs,Service,,,
HL-8120.8030,Student Health Programs,Service,,,
LF-4900.2000-900,Vision Screening,Service,,,
LF-4900.2150,Hearing Screening,Service,,,
LF-7100.2500,General Physical Examinations,Service,,,
LF-7100.8000,Sports Participation Physical Examinations,Service,,,
LH-2700.6000-300,Healthy Eating Programs,Service,,,
HL-8120.8030,Student Health Programs,Service,,,
LF-4900.2000-900,Vision Screening,Service,,,
LF-4900.2150,Hearing Screening,Service,,,
LF-7100.2500,General Physical Examinations,Service,,,
LF-7100.8000,Sports Participation Physical Examinations,Service,,,
LH-2700.6000-300,Healthy Eating Programs,Service,,,
HL-8120.8030,Student Health Programs,Service,,,
LF-4900.2000-900,Vision Screening,Service,,,
LF-4900.2150,Hearing Screening,Service,,,
LF-7100.2500,General Physical Examinations,Service,,,
LF-7100.8000,Sports Participation Physical Examinations,Service,,,
LH-2700.6000-300,Healthy Eating Programs,Service,,,
HL-8120.8030,Student Health Programs,Service,,,
LF-4900.2000-900,Vision Screening,Service,,,
LF-4900.2150,Hearing Screening,Service,,,
LF-7100.2500,General Physical Examinations,Service,,,
LF-7100.8000,Sports Participation Physical Examinations,Service,,,
LH-2700.6000-300,Healthy Eating Programs,Service,,,
PD-9000.6000,Neuter/Spay Services,Service,,,
FP-0500.2500,Group Advocacy,Modality/Delivery Format,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,Service,,,
RX-8450.7000-700,Residential Alcohol Use Disorder Treatment Facilities,Organization/Facility Type,,,
RX-8450.7000-750,Residential Drug Use Disorder Treatment Facilities,Organization/Facility Type,,,
LT-1750.1500,Cancer Clinics,Service,,,
PX,Volunteer Opportunities,Service,,,
PX,Volunteer Opportunities,Service,,,
PX,Volunteer Opportunities,Service,,,
HD-1800.3000-350,Head Start Sites,Named Programs,,,
PH-1250.1800,Extended Child Care,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
LF-4900.2000,Eye Screening,Service,,,
LF-4900.2150,Hearing Screening,Service,,,
LF-4900.4500,Lead Poisoning Screening,Service,,,
LF-4900.8600,Tuberculosis Screening,Service,,,
BV-8900.9300-950,Water Service Payment Assistance,Service,,,
HL-8000.8500,Tuition Assistance,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
BD-1800.2000-640,Ongoing Emergency Food Assistance,Service,,,
BM-6500.1500,Clothing,Service,,,
RD-6800.6500,Psychotherapy/Psychoanalysis,Service,,,
LR-3200,Independent Living Skills Instruction,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
TJ-6500.6700,Printed Materials,Service,,,
BH-3900.3100,Housing Search Assistance,Service,,,
ND-2000.9000,Vocational Assessment,Service,,,
TJ-0500,Accessibility Information,Service,,,
FP-0500.2500,Group Advocacy,Modality/Delivery Format,,,
PH-6200.8300,Social Skills Training,Service,,,
ND-9000,Vocational Rehabilitation,Service,,,
ND-3500.3600,Job Search/Placement,Service,,,
FP-0500.3300,Individual Advocacy,Modality/Delivery Format,,,
FP-0500.7800,Self Advocacy Support,Modality/Delivery Format,,,
FP-0700,Alternative Dispute Resolution,Modality/Delivery Format,,,
FP-0700.5000,Mediation,Modality/Delivery Format,,,
TD-1600.3100-180,Disability Rights Groups,Organization/Facility Type,,,
FN-1700,Crime Reporting,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
LF-4900.2400-150,Confidential HIV Testing,Service,,,
LF-4900.8000,Sexually Transmitted Disease Screening,Service,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
BD-1800.2000-640,Ongoing Emergency Food Assistance,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
LT-2800.3000,Home Health Aide Services,Service,,,
PH-3300.3000,Homemaker Assistance,Service,,,
ND-3500.3700,Job Search Resource Centers,Organization/Facility Type,,,
ND-6500,Training and Employment Programs,Service,,,
LF-4900.2400-150,Confidential HIV Testing,Service,,,
LF-4900.8000,Sexually Transmitted Disease Screening,Service,,,
LF-5280.1500,Blood Tests,Service,,,
LJ-2000,Family Planning,Service,,,
LJ-2000.0100-050,Abortions,Service,,,
LJ-2000.6500,Pregnancy Counseling,Service,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
LJ-5000,Mother and Infant Care,Service,,,
LJ-8000.2500,General Sexuality/Reproductive Health Education,Service,,,
LV-6000.2550,Gynecology Services,Service,,,
PH-6200.7000,Relationship Workshops,Service,,,
RP-1400.8000-815,Sexuality Counseling,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
PH-6100.6700,Parenting Materials,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
TD-1600,Community Action/Social Advocacy Groups,Organization/Facility Type,,,
TD-1400.0400,Arts/Humanities Councils,Organization/Facility Type,,,
TN-5000,Medical Associations,Organization/Facility Type,,,
PH-1250.1400,Child Care Centers,Organization/Facility Type,,,
LF-5280,General Laboratory Tests,Service,,,
TJ-6500,Public Awareness/Education,Service,,,
LH-3500,Health Insurance Information/Counseling,Service,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
LT-3400.1500,Childhood Immunizations,Service,,,
LV-6800,Pediatrics,Service,,,
FP-0500.3300,Individual Advocacy,Modality/Delivery Format,,,
FP-0500.3500,Issue Advocacy,Modality/Delivery Format,,,
JR-8200.8500-100,Bicycle Safety Education,Service,,,
PL-7200.8000-150,Cycling Equipment,Service,,,
TD-1600.8500,Transportation Advocacy Groups,Service,,,
BH-3500.3400-900,Veteran Home Loans,Service,,,
BT-4500.6500-500,Medical Appointments Transportation,Service,,,
HL-8000.1800-900,Veteran Education Benefits,Service,,,
NS-1000.9000,Veteran Burial Benefits,Named Programs,,,
RD-6800.6500,Psychotherapy/Psychoanalysis,Service,,,
RM-6500.6500,Private Therapy Practices,Organization/Facility Type,,,
RX-8450.8000-050,Alcohol Use Disorder Counseling,Service,,,
RX-8450.8000-180,Drug Use Disorder Counseling,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
FP-0700.5000,Mediation,Modality/Delivery Format,,,
RP-1400.8000-500,Marriage Counseling,Service,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RP-5000.6400,Psychological Assessment,Service,,,
HL-2000.8000,Special Education Assessment,Service,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
FF-0500.1800-350,Juvenile Diversion,Service,,,
DF-8000.4500,Labor Standards and Practices,Service,,,
FN-1500.9100-180,Domestic Violence Intervention Programs,Service,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RF-2500,Group Counseling,Modality/Delivery Format,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
RP-1400.8000-500,Marriage Counseling,Service,,,
RP-5000,Mental Health Evaluation,Service,,,
RX-1750,DUI Offender Programs,Service,,,
RP-5000.1500,Clinical Psychiatric Evaluation,Service,,,
RX-0400.1850,Drug/Alcohol Testing,Service,,,
RP-1400.8000-070,Anger Management,Service,,,
RP-5000.6400,Psychological Assessment,Service,,,
RX-8450.8000-050,Alcohol Use Disorder Counseling,Service,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
LF-4900.2400,HIV Testing,Service,,,
LF-4900.8000,Sexually Transmitted Disease Screening,Service,,,
LJ-2000,Family Planning,Service,,,
LJ-2000.0100-030,Abortion Referrals,Service,,,
LJ-2000.0100-050,Abortions,Service,,,
LJ-2000.1000-100,Birth Control Counseling,Service,,,
LJ-2000.1000-150,Contraception,Service,,,
LJ-2000.1000-200,Emergency Contraception,Service,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
LJ-5000.6570,Preconception Care,Service,,,
LJ-8000,Sexuality/Reproductive Health Education,Service,,,
LT-1750.8000,Sexually Transmitted Disease Treatment,Service,,,
LV-6000.2550,Gynecology Services,Service,,,
RP-1500.3300,In Person Crisis Intervention,Service,,,
PH-1000.8500,Transitional Case/Care Management,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
HL-2500.8600,Truancy Counseling,Service,,,
RP-1400.8000-050,Adolescent/Youth Counseling,Service,,,
RP-1500.3300,In Person Crisis Intervention,Service,,,
